id,name,category,subtype,lat,lon
7415332554,,mobility,platform,41.9646201,2.8134901
7415332555,"c. Barcelona, Avellaneda",mobility,platform,41.9544864,2.8081812
7415332556,"Pedret - C. Pedret, 110",mobility,platform,41.9942274,2.825949
7415332557,Pujada Torre Alfons XII,mobility,platform,41.9817317,2.8311517
7415332558,Pujada Torre Alfons XII,mobility,platform,41.9812457,2.8308586
7415332562,,mobility,platform,41.9646455,2.8076862
7415332563,Pl. Domenec Fita i Molat,mobility,platform,41.9948657,2.8331971
7415332564,,mobility,platform,41.9672357,2.8087033
7415332565,,mobility,platform,41.9716432,2.812013
7415332566,Escola Montjuïc,mobility,platform,41.9899878,2.8276259
7415332567,C. Pedret,mobility,platform,41.9903724,2.8259522
7415332568,c. Orient / c. Campcardós,mobility,platform,41.973105,2.8072304
7415332569,,mobility,platform,41.9902782,2.8391055
7415332570,"c. Barcelona, 142",mobility,platform,41.9674524,2.8132388
7415332571,,mobility,platform,41.9929037,2.8088571
7415332572,,mobility,platform,42.0045902,2.8245837
7415332573,,mobility,platform,41.9745105,2.8421266
7415332574,,mobility,platform,41.9730396,2.8413925
7415332575,,mobility,platform,41.9786514,2.8168871
7415332576,,mobility,platform,41.9763279,2.8180219
7415332577,c. Barcelona / c. Creu,mobility,platform,41.9772196,2.8173704
7415332578,c. Carme,mobility,platform,41.9765149,2.812024
7415332579,La Devesa / av. de França,mobility,platform,41.9899095,2.8212581
7415332580,"Pujada Barrufa, 26",mobility,platform,41.992271,2.8289155
7415332581,Ronda Fort Roig - Montjuïc,mobility,platform,41.9946997,2.8305851
7415332583,,mobility,platform,41.9845285,2.8131102
7415332584,Hotel Bellavista,mobility,platform,41.9794071,2.8283775
7415332585,,mobility,platform,41.9818638,2.8153292
7415332586,,mobility,platform,41.9838782,2.8199133
7415332587,"av. Ramon Folch, 9 / Jutjats",mobility,platform,41.9861763,2.8220001
7415332590,C. Pedret,mobility,platform,41.9907091,2.8259943
7415332591,,mobility,platform,41.9766993,2.8128834
7415332592,,mobility,platform,41.9610628,2.8041778
7415332593,,mobility,platform,41.9932238,2.8085715
7415332594,,mobility,platform,41.989618,2.8246075
7415332596,,mobility,platform,41.9613136,2.80392
7415332597,c. Regiment de Baza,mobility,platform,41.9805006,2.827659
7415332598,c. Regiment de Baza,mobility,platform,41.9806897,2.8276561
7415332599,"Pg. Fora Muralla, 3",mobility,platform,41.9809427,2.8264962
7415332600,"Pg. Fora Muralla, 16",mobility,platform,41.9829468,2.8272091
7415332601,PG. Fora Muralla,mobility,platform,41.9829401,2.8270692
7415332602,,mobility,platform,41.9967329,2.8021554
7415332603,,mobility,platform,41.9665765,2.8163452
7415332604,,mobility,platform,41.9720401,2.8402303
7415332605,,mobility,platform,41.9921971,2.8100612
7415332606,,mobility,platform,41.9951192,2.803973
7415332607,La Punxa,mobility,platform,41.9807763,2.8153735
7415332608,Rotonda Mas Gri,mobility,platform,41.9615457,2.8107676
7415332609,,mobility,platform,41.9621802,2.8133502
7415332610,Residència d'Estudiants,mobility,platform,41.9599896,2.8196891
7415332611,,mobility,platform,41.9926947,2.8257206
7415332612,"c. Barcelona, 195",mobility,platform,41.9639246,2.8119891
7415332613,"c. Barcelona, 137",mobility,platform,41.9684028,2.8138032
7415332614,,mobility,platform,41.9857259,2.827257
7415332615,"Pl Marquès de Camps, 2",mobility,platform,41.9825913,2.8195081
7415332616,"Pda. Creu de Palau, 44",mobility,platform,41.9633506,2.8203009
7415332617,,mobility,platform,41.9729723,2.8095447
7415332618,Pl. Torre Gironella,mobility,platform,41.9848484,2.8322037
7415332619,Av. Lluís Percicot,mobility,platform,41.967505,2.8235859
7415332620,,mobility,platform,41.9588464,2.8018567
7415332621,"c. Barcelona, 202",mobility,platform,41.9651121,2.8122757
7415332622,,mobility,platform,41.9593373,2.8165836
7415332623,c. Orient / pg. D'Olot,mobility,platform,41.9760549,2.8086722
7415332624,"c. Barcelona, 159",mobility,platform,41.9665918,2.8130848
7415332625,,mobility,platform,41.9743611,2.8204329
7415332626,Pedret - C. Pedret (gasolinera),mobility,platform,42.004182,2.8248174
7415332628,Pavello de Palau,mobility,platform,41.9656364,2.8207964
7415332629,"av. Ramon Folch, 4 / Jutjats",mobility,platform,41.9864146,2.8222227
7415332630,,mobility,platform,41.9887381,2.8374193
7415332631,C. Rutlla 132,mobility,platform,41.9738613,2.8220099
7415332632,,mobility,platform,41.9645836,2.8136609
7415332633,,mobility,platform,41.9663922,2.8078723
7415332634,,mobility,platform,41.9582469,2.8009626
7415332635,Pedret - C. Pedret 162,mobility,platform,42.0007787,2.8245492
7415332636,,mobility,platform,41.9766058,2.8166134
7415332637,Parc del Migdia,mobility,platform,41.9739787,2.8160445
7415332638,"Estació d'Autobusos, RENFE",mobility,platform,41.9796875,2.8183664
7415332639,,mobility,platform,41.9706735,2.8391329
7415332640,,mobility,platform,41.97139,2.8372351
7415332641,"c. Barcelona, 216",mobility,platform,41.9536328,2.8076611
7415332642,Pavelló de Palau,mobility,platform,41.9654067,2.8209474
7415332643,,mobility,platform,41.9578003,2.8237334
7415332644,c. Torre Gironella,mobility,platform,41.9834294,2.8335587
7415332645,"Pda. Creu de Palau, 45",mobility,platform,41.9634438,2.8204951
7415332646,,mobility,platform,41.9742063,2.8205651
7415332647,,mobility,platform,41.9748482,2.8259338
7415332648,,mobility,platform,41.9742361,2.8285493
7415332649,,mobility,platform,41.9803528,2.8243464
7415332650,"C. Palamós, 1",mobility,platform,41.989798,2.8244962
7415332651,,mobility,platform,41.9969192,2.8245649
7415332652,,mobility,platform,41.9921334,2.8141946
7415332654,C. Bellpuig,mobility,platform,41.996806,2.8370904
7415332655,,mobility,platform,41.9684794,2.8181867
7415332656,,mobility,platform,42.0067775,2.8247541
7415332657,,mobility,platform,41.9644899,2.8071127
7415332658,C. Sant Sebastià,mobility,platform,41.9723445,2.8058981
7415332659,Pujada de les Pedreres,mobility,platform,41.9806746,2.8262908
7415332660,Pl. Lluís Companys,mobility,platform,41.971131,2.8215146
7415332661,C. Sant Sebastià 13,mobility,platform,41.9732683,2.8064435
7415332662,,mobility,platform,41.9720477,2.8430913
7415332663,la Creu de Palau,mobility,platform,41.9565828,2.8198346
7415332664,,mobility,platform,41.9591607,2.816541
7415332665,,mobility,platform,41.9842031,2.8136035
7415332666,C. Montjovi,mobility,platform,41.9956767,2.8368344
7415332667,,mobility,platform,42.0098414,2.8250876
7415332668,PG. Fora Muralla 12,mobility,platform,41.9821434,2.8263774
7415332669,,mobility,platform,42.0125259,2.8256386
7415332670,,mobility,platform,42.0126467,2.8258292
7490586752,Girona,mobility,railway_station,41.9791657,2.8162865
7595248356,Regals Mao,food,convenience,41.9852458,2.8178413
7825986585,Casa de la miel,food,supermarket,41.9839683,2.8249806
8327341381,GIRONA (NESTLE),mobility,platform,41.989518,2.7956011
8583510192,Condis,food,supermarket,41.9716054,2.8213367
8583521517,Suma,food,supermarket,41.9706359,2.8215047
8758818653,C. Aragó,mobility,platform,41.9512378,2.8116379
8758818654,la Creu de Palau,mobility,platform,41.9569891,2.8199871
8758818655,C. Migdia - C. Emili Grahit,mobility,platform,41.9756084,2.8205709
8758818656,"Pujada Barrufa, 14",mobility,platform,41.9905087,2.8301973
8758818657,Pl. 1 d'Octubre,mobility,platform,41.9838317,2.8198591
8758818659,Pg. General Mendoza Mercat,mobility,platform,41.9793831,2.823618
8758818660,C. Aragó,mobility,platform,41.9513308,2.8112097
8944722991,Novavenda,food,supermarket,41.9745594,2.8036097
9028471124,,food,supermarket,41.97633,2.8004543
9090444507,,health,dentist,41.9823935,2.818694
9227022876,Centre giDona,health,clinic,41.9748906,2.816621
9227164594,Sanum,food,supermarket,41.9752289,2.8176926
9317635697,Consum,food,supermarket,41.9664481,2.8168291
9644211193,Xavier,food,convenience,41.9759939,2.8191066
9686690549,,mobility,platform,41.9828798,2.8245274
9776620061,Supermercat Xinés,food,supermarket,41.9770806,2.8107646
9776680592,,mobility,platform,41.963828,2.8117744
9809264932,Migdia 122,health,pharmacy,41.9671239,2.8167573
10108728702,CEPTE - CIM Formación Girona,education,college,41.9806007,2.8145921
10214653617,Bottega Toscana,food,supermarket,41.9808277,2.8189028
10226342117,Normal,food,supermarket,41.977862,2.8202607
10313268074,,food,convenience,41.9843813,2.8249659
10586616461,Gd Medic,health,clinic,41.9830796,2.8215828
10587232942,Rotonda Tailà,mobility,platform,41.9923212,2.8085603
10587232943,Rotonda Taialà,mobility,platform,41.9922198,2.8084591
10729703014,Alimentació Muntaner,food,supermarket,41.9777363,2.8131251
11155341703,Clínica Saurina,health,dentist,41.9759718,2.8183465
11212563519,La Botigueta,food,convenience,41.978598,2.8177129
11290204528,,public_service,post_office,41.9716166,2.8245577
11405206771,Vimet,food,convenience,41.9853742,2.8250192
11487084385,Instituts Odontològics,health,dentist,41.9763547,2.8229186
12096447977,,food,supermarket,41.9722562,2.8260206
12166490628,Clínica Girona,mobility,platform,41.9626297,2.811291
12166511901,Escola Tècnica Agrària,mobility,platform,41.9631798,2.8116697
12229218311,Prime,food,supermarket,41.9781895,2.8124703
12309298904,,education,kindergarten,41.9682818,2.8154629
12378774935,Botiga Rutlla,food,supermarket,41.9730399,2.8219302
12379206217,,health,dentist,41.9809005,2.8196208
12379229981,,food,convenience,41.9715729,2.8151266
12379231925,,mobility,platform,41.96738,2.8133774
12379243486,Maxi Dia,food,supermarket,41.9769716,2.8169968
12382990234,Condis,food,supermarket,41.9777576,2.8244288
12410167775,,mobility,platform,41.9775474,2.8152205
12410167776,,mobility,platform,41.9775813,2.8152323
12410167777,,mobility,platform,41.9776394,2.8152525
12410167778,,mobility,platform,41.9776956,2.815272
12410167779,,mobility,platform,41.9777486,2.8152904
12410167780,,mobility,platform,41.9778091,2.8153115
12410167781,,mobility,platform,41.977927,2.8153525
12410167782,,mobility,platform,41.9778611,2.8153295
12410167783,,mobility,platform,41.9779748,2.8153691
12410167784,,mobility,platform,41.9780345,2.8153898
12410167785,,mobility,platform,41.9780895,2.8154089
12410167786,,mobility,platform,41.9775181,2.8152103
12410167787,,mobility,platform,41.9781467,2.8154288
12410185027,27,mobility,platform,41.9782211,2.8156136
12410185028,26,mobility,platform,41.9782488,2.8154185
12410185029,25,mobility,platform,41.9782547,2.8153909
12420025219,,mobility,platform,41.9777868,2.8154296
12420025220,,mobility,platform,41.9777297,2.8154101
12420025221,,mobility,platform,41.977666,2.8153883
12420025222,,mobility,platform,41.9776124,2.8153701
12420025223,,mobility,platform,41.9775553,2.8153505
12420025224,,mobility,platform,41.9779006,2.8154685
12420025226,,mobility,platform,41.9780195,2.8155091
12420025227,,mobility,platform,41.9780764,2.8155285
12420025228,,mobility,platform,41.9781281,2.8155462
12518597460,Montserrat Guixeres,health,pharmacy,41.9708629,2.8383469
12719037657,Dra Bachilleria,health,dentist,41.982015,2.819466
12738823545,Condis,food,supermarket,41.9829796,2.8146718
12786344523,Dorsia Cliniques,health,clinic,41.9718317,2.8199726
12804602051,Quirón Prevención,health,clinic,41.9845537,2.817366
12967223749,Av. Ramon Folch - Correus,mobility,platform,41.9897792,2.8215414
12967249061,Av. Ramon Folch - Argadà,mobility,platform,41.9862005,2.8219319
13031105001,Condis,food,supermarket,41.9887345,2.8246169
13063134385,Bf,health,pharmacy,41.9798823,2.8225163
13086381380,Grup Talent Medic,health,doctors,41.9762036,2.8140204
13289385154,Condis,food,supermarket,41.9779287,2.8120522
32652056,Institut Montilivi,education,school,41.9643172,2.8281602
36785837,Institut Santiago Sobrequés i Vidal,education,school,41.971166,2.8202694
36785838,Escola Migdia,education,school,41.9705333,2.8200478
62110915,Maristes Girona,education,school,41.9802461,2.8099947
63912509,Biblioteca de La UdG. Campus Montilivi,public_service,library,41.9627718,2.830055
63913820,,food,convenience,41.9624959,2.8109091
63915708,Llar d'Infants N. Sra. de la Misericòrdia,education,kindergarten,41.9966332,2.813896
63917590,Centre d'Atenció Primària Girona 2 Can Gibert del Pla,health,clinic,41.9716975,2.8051218
63918764,Punt de Lectura de Torre Gironella,public_service,library,41.9848519,2.831627
63923414,Centre d'Atenció Primària Doctor Joan Vilaplana Germans Sàbat,health,clinic,41.9964024,2.8042015
63924501,Hospital Dr. Josep Trueta,health,hospital,41.997625,2.8201258
63924994,Àrea Regional de Trànsit Mossos d'Esquadra a Girona,public_service,police,41.9629879,2.8051879
63926381,Ametller Origen,food,supermarket,41.9662826,2.8085499
63927145,Caprabo,food,supermarket,41.9784587,2.8084813
63929034,Parc de Bombers de Girona,public_service,fire_station,41.9603175,2.8064232
63931585,Centre d'Atenció Primària Montilivi,health,clinic,41.9720353,2.8278292
63932308,Centre d'Atenció Primària Vila-roja,health,clinic,41.9724035,2.8412217
63932917,Llar d'infants El Cavall Fort,education,kindergarten,41.9739577,2.8428485
63933570,Can Po Vell,education,college,41.979907,2.8056431
63933633,Escola Montfalgars,education,school,41.9728746,2.802289
63934186,Escola Balandrau,education,school,41.9915899,2.8098497
63934198,Centre d'especialitats Riu Güell,health,clinic,41.9829969,2.811694
63936002,Biblioteca de L'Institut d'Estudis Gironins,public_service,library,41.9863455,2.8294227
63938518,,food,supermarket,41.9559989,2.8207821
238040179,FEDAC Sant Narcís,education,school,41.977105,2.8126075
244347171,Escola Bressol de la Devesa,education,kindergarten,41.9836076,2.8135902
244836163,Escola Pla de Girona,education,school,41.9712664,2.8235509
245240363,Bambini-Montjuïc,education,school,41.995224,2.8371576
253155664,Biblioteca Carles Rahola,public_service,library,41.9744709,2.819357
255632377,Escola Bressol l'Olivera,education,kindergarten,41.9695332,2.8271169
273973157,Escola Montessori Palau,education,school,41.9497617,2.8166548
303629711,Llar Infantil Sant Ramon Nonat,education,kindergarten,41.9900604,2.8274641
305239293,Escola Montjuïc,education,school,41.9907254,2.8272078
345382700,Lidl,food,supermarket,41.981629,2.809855
361108147,Escola de Vila-roja,education,school,41.9703662,2.8447992
361962820,Escola Josep Dalmau i Carles,education,school,41.971251,2.8059728
362005193,Escola Marta Mata,education,school,41.9646417,2.8142368
362101127,Escola Pericot,education,school,41.9725979,2.8296191
362475139,Escola El Bosc de la Pabordia,education,school,41.9592726,2.8146035
373599170,Institut de Vilablareix,education,school,41.9578696,2.799616
422484576,ALDI,food,supermarket,41.9823653,2.8098379
486973629,,mobility,bus_station,41.9873587,2.8222104
527807072,Iquodrive,food,supermarket,41.9594943,2.8012659
548089827,Institut Ermessenda de Girona,education,school,41.9586848,2.8151455
583621169,Escola Cassià Costal,education,school,41.9729133,2.815021
583621959,Mercat municipal d'Abastaments,food,supermarket,41.9795895,2.8228571
645952867,Escola Carme Auguet,education,school,42.0110476,2.8232193
690578961,Esclat,food,supermarket,41.9542595,2.8109236
690578969,Lidl,food,supermarket,41.9646023,2.8082183
752857541,Escola Bressol La Baldufa,education,kindergarten,41.9960393,2.80351
863026882,Parc de Recerca i Innovació de la Universitat de Girona,education,university,41.9670534,2.8368117
1020654214,Parc de Recerca i Innovació de la Universitat de Girona,education,university,41.9674658,2.8391297
1035329252,Llar d'Infants L'Estel,education,kindergarten,41.976502,2.808204
1035801019,Llar Infantil Petit Príncep,education,kindergarten,41.971378,2.8155915
1257583880,,food,convenience,41.9946372,2.8336824
1317526096,,food,convenience,41.9520634,2.8074921
1335042744,IES Vilablareix,education,school,41.9581226,2.7982585
1005310,Centre Jove de Salut,health,clinic,41.9900337,2.8261137
1005997,Ajuntament de Girona,public_service,townhall,41.9828609,2.8251698
1008618,Biblioteca del Museu d'Arqueologia de Catalunya i del Centre d'Arqueologia,public_service,library,42.0002592,2.8239012
1008871,,public_service,post_office,41.9834937,2.8177821
1011460,"Campus del Barri Vell, UdG",education,university,41.9852764,2.827758
1011576,Policia Local de Girona,public_service,police,41.9804313,2.8202456
1011584,Centre d'Atenció Primària Santa Clara,health,clinic,41.9841653,2.8229654
1012034,Correus i Telègrafs,public_service,post_office,41.9863273,2.822883
1012841,Causse Clinic,health,clinic,41.9763417,2.824796
3304118,Escola Bell-lloc del Pla,education,school,41.9688831,2.8063889
4515003,Llar Infantil Querubí,education,kindergarten,41.9845513,2.8188975
5120348,Escola Àgora,education,school,41.9711676,2.8102569
5207755,Institut Carles Rahola i Llorenç,education,school,41.994011,2.8027635
5207763,Escola Taialà,education,school,41.9939241,2.804838
5207821,Escola Santa Eugènia,education,school,41.9769125,2.8093442
5235616,Escola Domeny,education,school,41.9909299,2.8077919
5383855,CEE Font de L'Abella,education,school,41.9643571,2.8260143
5385908,"Campus Centre, UdG",education,university,41.9747366,2.8236623
5387775,Llar d'Infants El Tarlà,education,kindergarten,41.9720804,2.8061459
5388265,Institut Santa Eugènia,education,school,41.9705007,2.8040148
5388270,Escola Bressol Garbí,education,kindergarten,41.9641795,2.8137527
5388287,CEE Palau,education,school,41.9648271,2.8212087
5390291,Centre educatiu Justícia Montilivi,education,school,41.96526,2.8283235
5397954,Escola Doctor Masmitjà,education,school,41.9765424,2.8186493
5402473,Escola Les Alzines,education,school,41.9560946,2.8186954
5407437,Escola Verd,education,school,41.9788533,2.8201601
5409824,Vedruna Girona,education,school,41.9800755,2.8190815
5415514,Escola La Salle,education,school,41.9775495,2.8220968
5415527,Escola Eiximenis,education,school,41.9841536,2.821224
5415529,Escola Joan Bruguera,education,school,41.9851365,2.8206482
13484063,Guàrdia Civil,public_service,police,41.9732397,2.8260599
13922902,Escola annexa - Joan Puigbert,education,school,41.9784593,2.8276128
14946839,FEDAC - Pont Major,education,school,42.0112057,2.8245241
14999160,Clínica Girona,health,hospital,41.9636051,2.8113062
15094744,Institut Escola d'Hostaleria i Turisme de Girona,education,school,41.9808151,2.8118944
15094760,Institut Jaume Vicens Vives,education,school,41.9791482,2.8258217
15851406,"Campus de Montilivi, UdG",education,university,41.9628398,2.8298628
