synthetic_id,year_available,address,price,area,rooms,neighbourhood,floors,elevator,lat,lon
2017-0526,2017,"Calle del Riu Güell, 67",1995,168,2,Devesa,3,True,41.985849918381504,2.8189847089769873
2017-0527,2017,"Calle Barcelona, 4",955,138,3,Eixample,5,True,41.96545872062122,2.812320043916157
2017-0528,2017,"Plaza europa, 42",1200,111,3,Sant Narcís,4,True,41.97377519942888,2.8099024196089935
2017-0529,2017,"Calle de les Ballesteries, 41",850,85,1,Barri Vell,3,False,41.985851730961585,2.82472751990957
2017-0530,2017,"Calle Auriga, 7",1080,73,2,Barri Vell,3,True,41.98238348176811,2.8254420526785355
2017-0531,2017,"Barri Vell, 34",1900,115,4,,1,False,41.98429680036773,2.824251415965319
2017-0532,2017,"Calle Narcís Blanch, 69",665,69,1,Migdia Casernes,4,True,41.969789613228635,2.816979341260504
2017-0533,2017,"Calle Barcelona, 58",1710,94,3,Eixample,4,True,41.97831181608394,2.8183748569004323
2017-0534,2017,"Eixample, 64",2135,87,2,,5,True,41.98075296160686,2.8184564831038568
2017-0535,2017,"Barri Vell, 76",1500,102,3,,1,True,41.98445588383597,2.824850101498418
2017-0536,2017,"Calle de Pedret, 40",1490,66,3,Barri Vell,2,False,41.99024841571519,2.826683941264834
2017-0537,2017,"Calle de Portlligat, 74",980,80,4,Pont Major-Pedret,2,True,42.10605041085904,3.1370553729229065
2017-0538,2017,"Calle Figuerola, 21",1320,80,2,Devesa,3,False,41.98505200456576,2.8198790137917107
2017-0539,2017,"Calle Can Cases, 25",3865,223,4,Talaia - Germans Sabat,1,True,41.97907104386591,2.8200489315453146
2017-0540,2017,"CL Carme, 70",1065,60,2,Carme-Vistalegre,6,False,41.975588598486205,2.824837165790522
2017-0541,2017,"Pujada de Sant Martí, 59",575,56,2,Barri Vell,3,False,41.98431629604691,2.826660328548404
2017-0542,2017,"Calle de la Cort Reial, 37",975,71,4,Barri Vell,3,True,41.98454842715785,2.824779089918655
2017-0543,2017,"Plaza Sant Pere, 2",965,84,3,Barri Vell,1,False,41.989850975606366,2.82483935867062
2017-0544,2017,"Plaza del Vi, 35",1100,86,2,Barri Vell,4,False,41.983339455631125,2.8247241160304313
2017-0545,2017,"Sant Narcís, 23",1440,55,3,,6,True,41.973190029404286,2.8097162968915197
2017-0546,2017,"Eixample, 4",1345,143,4,,5,True,41.98018530018779,2.8185578574268138
2017-0547,2017,"Calle Migdia, 80",705,149,1,Migdia Casernes,1,False,41.95451000478289,2.793316259057522
2017-0548,2017,"Calle de les Ballesteries, 33",1105,40,1,Barri Vell,1,False,41.985476249728606,2.8249801828508843
2017-0549,2017,"Calle dels Ciutadans, 33",1295,144,3,Barri Vell,2,True,41.98375193928435,2.8252412533147173
2017-0550,2017,"Calle Bisbe Lorenzana, 11",1435,78,1,Eixample,1,False,41.978872949698925,2.820948856210733
2017-0551,2017,"Barri Vell, 2",1055,76,2,,1,True,41.983967255421966,2.824709196424335
2017-0552,2017,"Calle Figuerola, 69",1075,91,3,Devesa,3,True,41.9857007389014,2.819983394349666
2017-0553,2017,"Calle de les Ferreries Velles, 71",880,102,3,Barri Vell,2,True,41.98422023554028,2.8250513404558832
2017-0554,2017,"Gran Via de Jaume I, 2",580,66,2,Eixample,1,True,41.98300560313798,2.8199592439400636
2017-0555,2017,"Calle de Sant Joan Baptista la Salle, 80",730,63,2,Eixample,1,True,41.97728983966508,2.8207443218396078
2017-0556,2017,"Calle Andalusia, 51",1080,83,2,Talaia - Germans Sabat,1,False,41.99411196324359,2.8087953326561577
2017-0557,2017,"Calle de Bilbao, 60",1055,91,3,Sant Narcís,3,True,41.96904662525203,2.8094341879533142
2017-0558,2017,"Calle Andalusia, 10",1385,85,3,Talaia - Germans Sabat,2,False,41.994138514434795,2.8082474622682914
2017-0559,2017,"Migdia Casernes, 9",960,141,3,,6,True,41.92360276067234,2.7639369792537916
2017-0560,2017,"Calle Riu Ser, 22",1700,180,4,Migdia Casernes,4,True,41.92383943303674,2.764276326185111
2017-0561,2017,"Calle de Bilbao, 42",1005,89,3,Sant Narcís,2,True,41.96921129189234,2.809580581796868
2017-0562,2017,"Calle de Bilbao, 22",1010,97,3,Sant Narcís,2,True,41.96952588968303,2.809770363998347
2017-0563,2017,"CL Cardenal Margarit, 76",750,59,3,Eixample,4,True,41.97637369409931,2.8222391344357867
2017-0564,2017,"Calle del Carme, 2",1000,99,3,Carme-Vistalegre,2,False,41.537410519399735,1.6597206028705134
2017-0565,2017,"Calle Juli Garreta, 9",1035,85,2,Eixample,5,True,41.979127199822535,2.8189725045657275
2017-0566,2017,"Eixample, 30",1325,95,3,,1,True,41.980406535245294,2.818413667853035
2017-0567,2017,"Montjuïc, 23",1905,317,4,,1,True,41.99529973089939,2.831758110452597
2017-0568,2017,"Calle de la Cort Reial, 45",1185,76,3,Barri Vell,4,True,41.984645216714874,2.824812640076467
2017-0569,2017,"Sant Narcís, 66",1220,63,3,,5,True,41.97411062215958,2.810086492911727
2017-0570,2017,"Calle de Bilbao, 14",770,95,4,Sant Narcís,2,True,41.96995945278475,2.810021696659556
2017-0571,2017,"Calle de Cristòfol Grober, 40",455,45,1,Barri Vell,1,True,41.9840894286713,2.820991761974195
2017-0572,2017,"Calle Auriga, 15",1190,98,3,Barri Vell,1,True,41.98182130073048,2.8256021083579554
2017-0573,2017,"CL Carme, 9",665,80,2,Carme-Vistalegre,6,True,41.9755720893018,2.8249007949905756
2017-0574,2017,"Calle Bisbe Lorenzana, 62",2095,74,2,Eixample,1,True,41.97892312684584,2.820561302296542
2017-0575,2017,"Carme-Vistalegre, 61",1925,124,3,,1,True,41.975456453917886,2.8251049254658898
2017-0576,2017,"Migdia Casernes, 50",745,56,3,,4,True,41.92422445524413,2.7644879023890696
2017-0577,2017,"Calle de les Ballesteries, 4",665,80,1,Barri Vell,3,False,41.98531484626991,2.8248333767360965
2017-0578,2017,"Barri Vell, 58",855,89,2,,5,True,41.984897384548,2.8251703619868493
2017-0579,2017,"Barri Vell, 54",1450,118,2,,2,True,41.98367752510117,2.82490485176452
2017-0580,2017,"Calle dels Calderers, 37",835,44,2,Barri Vell,4,False,41.987589020360225,2.8239164071585114
2017-0581,2017,"Paseo de la Devesa, 42",545,37,1,Devesa,4,True,41.9813266616279,2.821113272442669
2017-0582,2017,"Calle de Pedret, 58",1125,47,2,Montjuïc,1,True,41.99147154935609,2.8258053910240304
2017-0583,2017,"Montjuïc, 45",2325,393,4,,0,False,41.995410047898645,2.831614495036348
2017-0584,2017,"Calle de Santa Eugènia, 66",1150,119,2,Devesa,1,True,39.62252770961417,2.836443424086627
2017-0585,2017,"Carme-Vistalegre, 6",2600,121,3,,5,True,41.97562529086566,2.8247849277773094
2017-0586,2017,"Barri Vell, 52",515,53,3,,4,False,41.98418144145157,2.8242702902531436
2017-0587,2017,"Barri Vell, 27",650,61,2,,1,False,41.98456408310701,2.824705687752804
2017-0588,2017,"Calle de les Ferreries Velles, 35",890,78,3,Barri Vell,1,True,41.983977197247896,2.8254236716585313
2017-0589,2017,"Plaza Sant Pere, 25",875,76,2,Barri Vell,1,False,41.98960432823574,2.824721355361244
2017-0590,2017,"Calle Barcelona, 39",895,127,3,Eixample,5,True,41.965393145909324,2.8125846132890233
2017-0591,2017,"Plaza del Vi, 16",980,117,2,Barri Vell,5,False,41.98301868211567,2.8246519010906805
2017-0592,2017,"Calle dels Ciutadans, 18",1110,127,4,Barri Vell,2,True,41.98393670002034,2.8246751606554805
2017-0593,2017,"Devesa, 45",1100,89,3,,5,True,42.050596996951874,3.1911792776008
2017-0594,2017,"Calle del Carme, 37",645,56,2,Carme-Vistalegre,3,False,41.53720491344967,1.659717715697655
2017-0595,2017,"Barri Vell, 13",530,51,2,,5,False,41.984420543420036,2.8248477597117176
2017-0596,2017,"Calle Narcís Blanch, 13",695,71,1,Migdia Casernes,3,True,41.96976751398587,2.8178967785045015
2017-0597,2017,"Plaza Poeta Marquina, 28",995,114,3,Eixample,5,True,41.980304594673974,2.817251498775866
2017-0598,2017,"Carme-Vistalegre, 59",2230,131,3,,5,True,41.97588341982107,2.824792434987864
2017-0599,2017,"Calle de Sant Agustí, 39",885,93,2,Migdia Casernes,4,True,41.92407155483161,2.7646047689439337
2017-0600,2017,"Plaza d'Europa, 79",1340,101,4,Sant Narcís,2,True,41.97591761080257,2.8142821014963997
2017-0601,2017,"Calle de la Font de la Teula, 6",1515,139,3,Fontajau-Domeny,1,True,41.99197721896716,2.8054512981472564
2017-0602,2017,"Calle del Carme, 16",1150,58,3,Carme-Vistalegre,1,True,41.53769429606397,1.6594521951045442
2017-0603,2017,"Barri Vell, 27",890,84,3,,6,True,41.984502264622044,2.8245842045151983
2017-0604,2017,"Barri Vell, 73",1445,108,2,,1,True,41.984561125332625,2.8247065241909413
2017-0605,2017,"Calle de les Ferreries Velles, 63",860,70,3,Barri Vell,2,True,41.98366817945225,2.8240989001093926
2017-0606,2017,"Calle de Santa Eugènia, 16",930,74,3,Eixample,2,True,41.97881527703896,2.809780305220096
2017-0607,2017,"Calle de Sant Agustí, 39",905,78,2,Migdia Casernes,5,True,41.923533611620044,2.76443856830191
2017-0608,2017,"Calle de Sant Joan Baptista la Salle, 4",1150,106,2,Eixample,6,False,41.97734069647356,2.820166519849314
2017-0609,2017,"Fontajau-Domeny, 61",1070,94,3,,7,True,41.9929642990398,2.7892835729036225
2017-0610,2017,"Eixample, 23",2395,91,3,,1,True,41.98011545509152,2.8185206417832904
2017-0611,2017,"Fontajau-Domeny, 55",690,68,4,,7,False,41.99260327046054,2.7888580312449665
2017-0612,2017,"Carme-Vistalegre, 16",2140,41,2,,1,True,41.9754384986867,2.824703122238904
2017-0613,2017,"Barri Vell, 33",570,62,2,,4,False,41.98453985872191,2.8248878324520446
2017-0614,2017,"Calle de la Font de la Teula, 47",1590,113,3,Fontajau-Domeny,1,True,41.991890507696404,2.805703597218944
2017-0615,2017,"Barri Vell, 79",1265,68,2,,1,False,41.984156730272744,2.8252488272567575
2017-0616,2017,"Montseny, 4",685,144,3,Santa Eugenia,4,False,41.975629437673355,2.804659315840507
2017-0617,2017,"Plaza de Sant Pere, 55",900,79,2,Barri Vell,4,True,41.98914970356116,2.8252644554975532
2017-0618,2017,"Calle Jocs Olímpics de Barcelona, 35",1175,93,3,Palau,1,True,41.95857689329231,2.8201266572523154
2017-0619,2017,"Calle de Santa Eugènia, 59",1365,82,2,Devesa,4,True,39.622439488091565,2.836399600269545
2017-0620,2017,"Eixample, 23",2235,143,3,,2,True,41.980145096987954,2.81858958025478
2017-0621,2017,"Pujada de Sant Martí, 42",825,50,2,Barri Vell,3,False,41.98412410269245,2.82611575153238
2017-0622,2017,"Pujada de la Catedral, 56",730,74,1,Barri Vell,2,False,41.98656724126851,2.8263639260832454
2017-0623,2017,"Montseny, 9",835,123,3,Santa Eugenia,5,True,41.97577918434628,2.8054118928380882
2017-0624,2017,"Paseo de la Devesa, 17",550,30,1,Devesa,4,True,41.98177518734399,2.8210309377874583
2017-0625,2017,"Sant Narcís, 39",1015,60,3,,5,True,41.97441435999961,2.8101257809435696
2017-0626,2017,"Calle Figuerola, 64",1145,95,3,Devesa,3,True,41.98545706374936,2.820025852038908
2017-0627,2017,"Carme-Vistalegre, 10",1595,43,2,,2,True,41.975789198901325,2.82474241944322
2017-0628,2017,"Barri Vell, 23",1395,119,3,,1,True,41.98420899490725,2.8249107698309155
2017-0629,2017,"CL Carme, 61",665,70,2,Carme-Vistalegre,6,True,41.97567118678583,2.8244675695975396
2017-0630,2017,"Calle Andalusia, 20",1365,59,1,Talaia - Germans Sabat,1,True,41.994116214318105,2.8084613349504397
2017-0631,2017,"Abeuradors, 48",490,39,2,Barri Vell,3,True,41.982953655623774,2.824054755676016
2017-0632,2017,"Avenida de Lluís Pericot, 79",895,104,4,Montilivi-Pericot,2,True,41.968985174512284,2.8235752531773395
2017-0633,2017,"Calle de Joan Maragall, 13",3285,145,3,Eixample,1,True,41.978290597240985,2.8202766430709514
2017-0634,2017,"Calle de Santa Clara, 50",1215,84,2,Barri Vell,4,False,41.98360987577242,2.8230182884507293
2017-0635,2017,"Calle de les Ferreries Velles, 62",935,95,2,Barri Vell,1,True,41.984053953237236,2.824772167928129
2017-0636,2017,"Calle Doctor Pascual i Prats, 21",555,51,1,Carme-Vistalegre,1,False,41.976561296882245,2.8242966630592155
2017-0637,2017,"Ronda Pare Maria Claret, 9",870,105,3,Eixample,5,True,41.97990760569337,2.818519600332065
2017-0638,2017,"Calle de les Ballesteries, 76",850,92,1,Barri Vell,3,False,41.985680442360305,2.8252438013429155
2017-0639,2017,"Calle Riu Ser, 4",1820,157,4,Migdia Casernes,3,True,41.924001393214425,2.764517547525011
2017-0640,2017,"Ronda Ferran Puig, 24",1220,102,3,Devesa,4,True,41.98516487862606,2.8176618720893107
2017-0641,2017,"Barri Vell, 35",1350,46,1,,5,False,41.98443207265476,2.8245895076620835
2017-0642,2017,"Calle de Sant Joan Baptista la Salle, 69",1430,105,2,Eixample,6,True,41.97742575707906,2.820698381480234
2017-0643,2017,"Oriol Martorell, 71",1395,116,4,Migdia Casernes,4,True,41.92426571201636,2.7644579829547125
2017-0644,2017,"Barri Vell, 67",1780,95,2,,3,True,41.98440203513445,2.8244146822745484
2017-0645,2017,"Calle de la Força, 45",1195,100,2,Barri Vell,2,True,41.98619663117064,2.8257718138638053
2017-0646,2017,"CL Cardenal Margarit, 31",935,59,3,Eixample,4,True,41.976634768339714,2.8207854125311296
2017-0647,2017,"Calle Migdia, 23",1770,119,2,Migdia Casernes,2,True,41.933245995167496,2.801858972916937
2017-0648,2017,"Calle de Joan Maragall, 28",2680,123,3,Eixample,1,True,41.97805422885992,2.8202372310455566
2017-0649,2017,"Plaza Poeta Marquina, 2",1125,91,3,Eixample,5,True,41.98038794046363,2.8180274536633614
2017-0650,2017,"Calle de Joan Maragall, 61",2705,149,3,Eixample,2,True,41.978957162076625,2.819905367461828
2017-0651,2017,"Calle Bisbe Lorenzana, 2",2185,91,2,Eixample,1,True,41.97799088975782,2.820566251363398
2017-0652,2017,"Calle del Carme, 7",1210,70,2,Carme-Vistalegre,1,False,41.537111922199635,1.6593111803372285
2017-0653,2017,"Calle Andalusia, 10",1230,67,2,Talaia - Germans Sabat,1,True,41.993774805090524,2.808039542201428
2017-0654,2017,"Calle de Santiago, 41",1260,74,3,Migdia Casernes,0,True,41.968708811679846,2.816255471234889
2017-0655,2017,"Barri Vell, 39",1115,46,1,,4,True,41.984091974653914,2.825244060376465
2017-0656,2017,"Barri Vell, 26",1885,102,2,,1,True,41.984572422823966,2.824350108521605
2017-0657,2017,"Calle Saragossa, 67",960,187,4,Migdia Casernes,1,False,41.92403091426956,2.76390965117137
2017-0658,2017,"Calle de la Font de la Teula, 1",1650,98,4,Fontajau-Domeny,1,True,41.99117187073691,2.8058977162302434
2017-0659,2017,"Migdia Casernes, 34",620,54,2,,4,False,41.923861466928855,2.764469546224394
2017-0660,2017,"Eixample, 49",2920,131,3,,3,True,41.980080322248796,2.8181234717072394
2017-0661,2017,"Eixample, 1",1355,53,3,,2,True,41.980337272944475,2.8182349028957163
2017-0662,2017,"Fontajau-Domeny, 43",900,83,3,,7,True,41.9929446549654,2.7890567135256696
2017-0663,2017,"Calle de Joan Maragall, 80",955,118,3,Eixample,1,True,41.978416913112895,2.820270754364335
2017-0664,2017,"Calle de les Ferreries Velles, 13",830,79,3,Barri Vell,0,True,41.984119400849735,2.825185940696015
2017-0665,2017,"Calle Andalusia, 20",1055,74,2,Talaia - Germans Sabat,1,True,41.993967881151875,2.808228373826207
2017-0666,2017,"Calle Barcelona, 35",1345,174,4,Eixample,1,True,41.965350029452765,2.8124499770381632
2017-0667,2017,"Plaza Sant Pere, 16",1090,73,2,Barri Vell,1,False,41.99018494792264,2.8254186458696737
2017-0668,2017,"Calle Jocs Olímpics de Barcelona, 22",990,87,3,Palau,0,True,41.958479579112975,2.8203361308929558
2017-0669,2017,"Plaza europa, 44",1290,116,4,Sant Narcís,3,True,41.97353902065472,2.809955578859959
2017-0670,2017,"Carme-Vistalegre, 80",2060,112,3,,1,True,41.97532260445541,2.8250216608807626
2017-0671,2017,"Eixample, 67",1170,57,2,,2,True,41.98054557836425,2.8182098161140967
2017-0672,2017,"Carme-Vistalegre, 30",1685,38,2,,1,True,41.97590329013965,2.8250794435183937
2017-0673,2017,"Calle Migdia, 46",1035,95,4,Migdia Casernes,1,False,41.93300093620166,2.802155884526069
2017-0674,2017,"Calle Barcelona, 59",1530,134,4,Eixample,1,True,41.96576889696076,2.813197535843648
2017-0675,2017,"Barri Vell, 76",1390,89,3,,3,True,41.98495968894902,2.825334055852883
2017-0676,2017,"Calle Doctor Pascual i Prats, 61",600,46,2,Carme-Vistalegre,1,False,41.97703659107598,2.8242858316376576
2017-0677,2017,"Calle de la Cort Reial, 31",1000,75,3,Barri Vell,3,True,41.98490741969886,2.825045280175281
2017-0678,2017,"Calle de Santa Eugènia, 35",1250,88,3,Devesa,4,False,39.622397110654425,2.8365317037494027
2017-0679,2017,"Eixample, 51",1710,80,2,,2,True,41.979629100367376,2.8181378422947527
2017-0680,2017,"Calle de Santiago, 33",1205,74,2,Migdia Casernes,1,True,41.96887022893104,2.8159358014708293
2017-0681,2017,"Plaza d'Europa, 29",1455,137,4,Sant Narcís,4,True,41.97606315066404,2.814507618634975
2017-0682,2017,"Calle de les Ballesteries, 6",660,91,1,Barri Vell,3,False,41.985638475627326,2.8251503628300196
2017-0683,2017,"Barri Vell, 27",1145,65,1,,4,False,41.98442575370186,2.824695120532957
2017-0684,2017,"Avenida de Lluís Pericot, 34",1380,140,4,Montilivi-Pericot,2,True,41.969762486828415,2.823959162298475
2017-0685,2017,"Calle Bonastruc de Porta, 48",970,114,3,Devesa,1,False,41.98532186038469,2.819616498730132
2017-0686,2017,"Barri Vell, 65",1245,74,3,,0,False,41.98459601312954,2.8250651408721157
2017-0687,2017,"Calle dels Calderers, 63",855,71,2,Barri Vell,1,False,41.987924192812955,2.8240100626818627
2017-0688,2017,"Calle de Pedret, 24",1185,60,1,Barri Vell,3,False,41.99101099282134,2.826159737836085
2017-0689,2017,"Calle dels Ciutadans, 32",1140,100,5,Barri Vell,2,True,41.983968803304755,2.8249475331147194
2017-0690,2017,"Fontajau-Domeny, 66",1025,98,3,,6,True,41.9933012416133,2.789075726843216
2017-0691,2017,"Calle de Pedret, 77",1440,59,3,Barri Vell,3,False,41.99073114476286,2.8265974853209306
2017-0692,2017,"Calle Andalusia, 75",1040,83,2,Talaia - Germans Sabat,1,False,41.994657297281634,2.8087489207845553
2017-0693,2017,"Calle de Santa Clara, 39",1285,113,1,Barri Vell,4,False,41.98420196197453,2.822597539168088
2017-0694,2017,"Travesía de la Creu, 65",1195,87,2,Eixample,1,True,41.975936509451316,2.8222943561906084
2017-0695,2017,"Montseny, 72",875,128,3,Santa Eugenia,3,True,41.97567412275074,2.805989271036242
2017-0696,2017,"Calle Emili Grahit, 51",2060,180,4,Eixample,3,False,41.97340542221029,2.829926140316323
2017-0697,2017,"Travesía de la Creu, 54",875,89,1,Eixample,1,True,41.97609326225557,2.8217380506757164
2017-0698,2017,"Calle de Sant Agustí, 8",850,88,2,Migdia Casernes,4,False,41.924077419949654,2.7635601996612746
2017-0699,2017,"Travesía de la Creu, 21",1190,79,3,Eixample,1,True,41.97583282325782,2.821893513302728
2017-0700,2017,"Barri Vell, 68",1590,114,3,,2,True,41.984417132508774,2.824896310795434
2017-0701,2017,"Abeuradors, 26",705,50,2,Barri Vell,2,True,41.98334301315848,2.824199765239747
2017-0702,2017,"Avenida de Sant Narcís, 51",1170,124,4,Sant Narcís,5,True,41.97890279709249,2.8135234443363464
2017-0703,2017,"Calle del Riu Terri, 43",1155,236,4,Migdia Casernes,1,True,41.92362525835059,2.76389243375397
2017-0704,2017,"Calle de les Ferreries Velles, 46",940,96,3,Barri Vell,0,True,41.983499074321735,2.8253985009615077
2017-0705,2017,"Calle Migdia, 77",940,141,4,Migdia Casernes,1,True,41.933791725311245,2.8011954236132173
2017-0706,2017,"Travesía de la Creu, 8",770,95,2,Eixample,1,True,41.97622016794571,2.8221552704762427
2017-0707,2017,"Barri Vell, 77",1710,101,3,,3,True,41.98396514735173,2.8248624945696466
2017-0708,2017,"Montilivi-Pericot, 6",1625,270,4,,1,True,41.97393191714328,2.827334235000196
2017-0709,2017,"Canigó, 22",1785,87,1,Barri Vell,1,True,41.98121521874228,2.826986140318384
2017-0710,2017,"Pont Major-Pedret, 14",1360,79,3,,2,True,42.3249091124009,3.0895865204370043
2017-0711,2017,"Plaza d'Europa, 19",1135,120,4,Sant Narcís,4,True,41.9753958958947,2.814917329940004
2017-0712,2017,"Calle Bisbe Lorenzana, 69",1295,100,4,Eixample,1,False,41.978646257934265,2.8208557693215432
2017-0713,2017,"Fontajau-Domeny, 46",895,77,3,,7,True,41.992815033949164,2.7894880425893596
2017-0714,2017,"Calle Jocs Olímpics de Barcelona, 1",925,106,3,Palau,1,True,41.95846205813819,2.8204417557366486
2017-0715,2017,"Calle Barcelona, 45",2775,215,4,Eixample,1,False,41.96530417929809,2.81253295155286
2017-0716,2017,"Eixample, 13",2000,144,3,,3,True,41.97985336331893,2.818361649683978
2017-0717,2017,"Eixample, 75",1065,56,2,,2,False,41.980246988253604,2.818654978917947
2017-0718,2017,"Montilivi-Pericot, 1",1685,234,5,,1,True,41.973346385196194,2.8264939644038853
2017-0719,2017,"Calle Bonastruc de Porta, 10",840,112,3,Devesa,1,False,41.98434667810105,2.8189870139008324
2017-0720,2017,"Barri Vell, 23",1060,71,2,,1,True,41.98452852086259,2.8251080907103
2018-0721,2018,"Calle del Carme, 64",1220,66,2,Carme-Vistalegre,1,False,41.537028696711246,1.659567764074505
2018-0722,2018,"Barri Vell, 64",440,70,2,,1,False,41.98397862431567,2.8246477150934353
2018-0723,2018,"Calle Barcelona, 55",1625,132,4,Eixample,1,True,41.96510279492585,2.8125084515145575
2018-0724,2018,"Calle Bisbe Lorenzana, 29",2310,105,2,Eixample,2,True,41.97841159363138,2.8207541584825817
2018-0725,2018,"Calle de Santiago, 47",1715,70,2,Migdia Casernes,1,True,41.96853524150464,2.815747014664367
2018-0726,2018,"Calle de Pedret, 15",1225,47,2,Montjuïc,0,True,41.991712334683506,2.8254451328096373
2018-0727,2018,"Plaza d'Europa, 54",1440,132,4,Sant Narcís,4,False,41.97599443878955,2.8143652225614764
2018-0728,2018,"Calle Migdia, 43",1400,91,3,Eixample,1,True,41.9770176345444,2.8204195472997045
2018-0729,2018,"Barri Vell, 16",595,61,1,,4,False,41.98434473150255,2.824967101631242
2018-0730,2018,"Calle Bisbe Lorenzana, 6",2340,91,2,Eixample,1,True,41.9785456515055,2.820486062570235
2018-0731,2018,"Eixample, 71",1930,104,2,,2,True,41.97969166288059,2.8183731483330035
2018-0732,2018,"Montjuïc, 25",2295,321,5,,2,True,41.99537529447676,2.83170076871736
2018-0733,2018,"Calle Narcís Blanch, 77",705,69,1,Migdia Casernes,3,True,41.970235779445126,2.8172570569881428
2018-0734,2018,"Eixample, 49",3550,150,3,,3,True,41.97953699336967,2.818640206960695
2018-0735,2018,"Calle del Carme, 67",1525,79,2,Carme-Vistalegre,1,True,41.53639200863543,1.6597128413481719
2018-0736,2018,"Calle Andalusia, 50",1425,73,2,Talaia - Germans Sabat,1,True,41.9944595592067,2.8090599261758338
2018-0737,2018,"Calle Narcís Blanch, 15",820,57,1,Migdia Casernes,4,True,41.97015502474155,2.8173339240150272
2018-0738,2018,"Paseo de la Devesa, 38",590,38,1,Devesa,3,True,41.981409215492235,2.8213366242785685
2018-0739,2018,"Travesía de la Creu, 10",975,82,2,Eixample,1,True,41.975901350578006,2.8219012784672497
2018-0740,2018,"Calle Riu Ser, 28",1755,202,4,Migdia Casernes,5,True,41.923725819597045,2.764042557150356
2018-0741,2018,"Eixample, 41",1120,105,3,,3,True,41.98063861508764,2.818324079215645
2018-0742,2018,"Calle de la Força, 58",1035,85,2,Barri Vell,3,True,41.98597617335766,2.825748380304468
2018-0743,2018,"Eixample, 30",1740,97,3,,3,True,41.97995089076012,2.818254458534962
2018-0744,2018,"Calle Nou, 27",1180,56,2,Barri Vell,0,True,41.9840050619054,2.8252558441115587
2018-0745,2018,"Barri Vell, 31",765,112,3,,3,True,41.98509609659428,2.8244634879838006
2018-0746,2018,"Calle de les Ferreries Velles, 9",1520,89,3,Barri Vell,1,True,41.98426718176835,2.8250470252127213
2018-0747,2018,"Barri Vell, 66",610,112,3,,2,True,41.984669213304535,2.824515362944892
2018-0748,2018,"Barri Vell, 10",1205,82,2,,0,True,41.98446067623681,2.825114382532665
2018-0749,2018,"Calle Migdia, 44",800,142,4,Migdia Casernes,1,True,41.93360121626961,2.80193154169645
2018-0750,2018,"Calle Bisbe Lorenzana, 29",2245,79,2,Eixample,1,True,41.978794131743435,2.820930548589574
2018-0751,2018,"Calle Andalusia, 26",1160,63,2,Talaia - Germans Sabat,1,False,41.994975373211894,2.8087049226032192
2018-0752,2018,"Calle Migdia, 17",2110,91,4,Migdia Casernes,2,True,41.93341350458811,2.8017158452302215
2018-0753,2018,"Calle Barcelona, 47",2915,199,4,Eixample,0,False,41.96549902802636,2.8125791881250857
2018-0754,2018,"Montjuïc, 52",2480,294,4,,2,True,41.995127218901786,2.8323487249977313
2018-0755,2018,"Plaza de Sant Pere, 25",885,72,2,Barri Vell,3,True,41.98933424206034,2.825504479850711
2018-0756,2018,"Calle del Carme, 45",845,103,3,Carme-Vistalegre,2,True,41.537220110610804,1.6594379973842952
2018-0757,2018,"Barri Vell, 45",1105,76,2,,1,False,41.98428001931986,2.824747289485123
2018-0758,2018,"Calle Andalusia, 66",1285,86,2,Talaia - Germans Sabat,1,False,41.99448331086503,2.808411067014161
2018-0759,2018,"Calle de Santa Eugènia, 17",925,121,2,Devesa,1,True,39.622506871117096,2.836394719153658
2018-0760,2018,"Migdia Casernes, 13",740,69,2,,4,True,41.923484173690866,2.764203592571946
2018-0761,2018,"Devesa, 25",875,80,2,,5,True,42.0503247962221,3.1914146030945765
2018-0762,2018,"Plaza del Vi, 67",1380,97,2,Barri Vell,4,False,41.98324081328283,2.824830649362944
2018-0763,2018,"Calle de les Ferreries Velles, 13",940,95,3,Barri Vell,1,True,41.984222569751395,2.824605611720889
2018-0764,2018,"Migdia Casernes, 38",640,68,2,,4,True,41.9241767511406,2.764502662169344
2018-0765,2018,"Barri Vell, 73",1780,113,1,,2,True,41.98446322260303,2.8255213428114816
2018-0766,2018,"Calle Doctor Pascual i Prats, 40",725,65,1,Carme-Vistalegre,1,True,41.976770362461316,2.8244148857081774
2018-0767,2018,"Carme-Vistalegre, 57",975,145,3,,4,True,41.9757317554542,2.8253470694005482
2018-0768,2018,"Fontajau-Domeny, 59",790,72,2,,7,False,41.993172486695,2.78940106740338
2018-0769,2018,"Carme-Vistalegre, 37",2200,128,3,,1,True,41.97551241935629,2.8247826326812104
2018-0770,2018,"Calle Figuerola, 73",1565,88,2,Devesa,3,True,41.98556698931994,2.8201820037536156
2018-0771,2018,"Calle de Sant Joan Baptista la Salle, 22",1010,67,4,Eixample,1,True,41.97754447931618,2.820491326107683
2018-0772,2018,"Calle del Carme, 11",890,95,3,Carme-Vistalegre,3,True,41.536735689915446,1.659201158638687
2018-0773,2018,"Calle Emili Grahit, 48",1785,182,3,Eixample,3,False,41.97327576316847,2.829859971635487
2018-0774,2018,"Calle Auriga, 15",1350,57,2,Barri Vell,2,False,41.981758103503054,2.8246779299941847
2018-0775,2018,"Plaza Sant Pere, 3",1550,50,2,Barri Vell,1,False,41.98942442461257,2.8255576711145514
2018-0776,2018,"Calle del Carme, 11",895,106,3,Carme-Vistalegre,3,True,41.53703496835094,1.6596179346967386
