synthetic_id,neighbourhood,address,lon,price,year_available,rooms,elevator,lat,floors,area,districte,section,district_id,section_id,census_tract_INE,census_tract_IDESCAT,barri_oficial,metres_cadastre,emissions_de_co2,qual_energia
2016-0386,,"Carme-Vistalegre, 27",2.824889498023525,1465,2016,2.0,True,41.97527611806503,1.0,56,1.0,3,1,3,1707901003,17079201003,Centre,184.0,62.28,F
2016-0387,,"Barri Vell, 12",2.8249067768503218,1520,2016,3.0,True,41.9843090091393,3.0,86,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0388,Fontajau-Domeny,"Calle de la Font de la Teula, 54",2.805302970340183,1855,2016,3.0,True,41.991772486675245,1.0,117,6.0,4,6,4,1707906004,17079206004,Oest,5883.88,42.41,E
2016-0389,Eixample,"Travesía de la Creu, 62",2.8218101604012364,1075,2016,3.0,True,41.97580787822244,1.0,89,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0391,Eixample,"Calle Barcelona, 74",2.812734307655535,1170,2016,3.0,False,41.96583870680906,5.0,110,2.0,22,2,22,1707902022,17079202022,Eixample,47.25,31.0,E
2016-0392,Barri Vell,"Calle dels Calderers, 33",2.824154881033259,800,2016,2.0,False,41.98802009816144,1.0,65,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0393,,"Barri Vell, 18",2.8247267115208605,800,2016,3.0,True,41.984154986092406,2.0,105,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0394,,"Eixample, 10",2.818888370759148,1400,2016,3.0,True,41.97970238246016,1.0,106,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0396,Devesa,"Ronda Ferran Puig, 24",2.8170717335219284,990,2016,3.0,True,41.98525604556414,4.0,115,3.0,4,3,4,1707903004,17079203004,Eixample,85.0,18.2,D
2016-0398,,"Carme-Vistalegre, 80",2.8246007282807555,745,2016,3.0,True,41.975795757617306,3.0,135,1.0,3,1,3,1707901003,17079201003,Centre,184.0,62.28,F
2016-0400,Migdia Casernes,"Calle de Sant Agustí, 22",2.821039947593533,860,2016,2.0,True,41.9706382398648,5.0,77,2.0,10,2,10,1707902010,17079202010,Eixample,47.0,39.3,E
2016-0401,Eixample,"Calle de Sant Joan Baptista la Salle, 38",2.820830287068241,1195,2016,2.0,True,41.97775820963463,6.0,93,2.0,4,2,4,1707902004,17079202004,Eixample,88.89,51.9,E
2016-0402,,"Barri Vell, 80",2.8245833591075185,485,2016,2.0,False,41.9841850750482,4.0,60,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0403,Devesa,"Paseo de la Devesa, 69",2.8215768229372244,585,2016,1.0,True,41.98145322399764,4.0,33,2.0,1,2,1,1707902001,17079202001,Centre,129.43,53.5,E
2016-0404,Montilivi-Pericot,"Avenida de Lluís Pericot, 5",2.8237200541679544,1130,2016,3.0,True,41.969844543643234,1.0,117,2.0,10,2,10,1707902010,17079202010,Eixample,47.0,39.3,E
2016-0405,Eixample,"Calle Barcelona, 45",2.812541397484289,2430,2016,5.0,False,41.96544278532248,1.0,176,2.0,22,2,22,1707902022,17079202022,Eixample,47.25,31.0,E
2016-0406,Santa Eugenia,"Montseny, 61",2.805569187228312,795,2016,2.0,True,41.97581685882624,5.0,101,3.0,11,3,11,1707903011,17079203011,Santa Eugènia de Ter,80.38,60.2,F
2016-0407,Barri Vell,"Calle de Pedret, 7",2.8265072957453525,1265,2016,1.0,False,41.99102965399198,3.0,60,5.0,2,5,2,1707905002,17079205002,Nord,64.01,66.2,F
2016-0408,Talaia - Germans Sabat,"Calle Andalusia, 45",2.808645911777692,1205,2016,2.0,False,41.9940341566792,1.0,72,6.0,2,6,2,1707906002,17079206002,Oest,50.0,67.6,F
2016-0409,Barri Vell,"Plaza Sant Pere, 68",2.825404230156268,1190,2016,2.0,False,41.990010705552415,2.0,75,5.0,2,5,2,1707905002,17079205002,Nord,64.01,66.2,F
2016-0411,,"Carme-Vistalegre, 44",2.825006549722365,1750,2016,2.0,True,41.97522430069164,2.0,44,1.0,3,1,3,1707901003,17079201003,Centre,184.0,62.28,F
2016-0412,Eixample,"Calle Migdia, 28",2.820720529648157,1420,2016,3.0,False,41.97635753356208,1.0,87,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0413,Barri Vell,"Plaza del Vi, 20",2.82426668730765,900,2016,2.0,False,41.982835107105096,4.0,108,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0415,,"Eixample, 34",2.8186074751843817,1205,2016,2.0,True,41.97985638375015,3.0,108,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0416,Eixample,"Calle de Joan Maragall, 1",2.8200904494110777,840,2016,3.0,True,41.97796038447016,1.0,94,2.0,5,2,5,1707902005,17079202005,Eixample,94.5,61.2,F
2016-0417,Migdia Casernes,"Calle de Santiago, 28",2.816024519482891,1175,2016,2.0,True,41.96901642702012,1.0,70,2.0,11,2,11,1707902011,17079202011,Eixample,86.7,10.67,C
2016-0419,,"Barri Vell, 9",2.8252210931144712,1645,2016,2.0,True,41.98401744624167,2.0,100,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0421,Eixample,"Calle de Sant Joan Baptista la Salle, 69",2.820014172735972,805,2016,3.0,True,41.97771167558636,1.0,67,2.0,4,2,4,1707902004,17079202004,Eixample,88.89,51.9,E
2016-0422,Eixample,"Calle de Joan Maragall, 39",2.820559384530096,2725,2016,2.0,True,41.97871619825216,1.0,155,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0423,,"Eixample, 75",2.818539087002818,2275,2016,2.0,False,41.98021553676766,3.0,113,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0424,Devesa,"Calle Figuerola, 7",2.819350450691797,1290,2016,3.0,True,41.98533858011975,3.0,73,3.0,3,3,3,1707903003,17079203003,Eixample,132.0,58.67,E
2016-0425,Barri Vell,"Pujada de la Catedral, 39",2.826078234610809,730,2016,1.0,False,41.98676277107376,2.0,74,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0426,,"Eixample, 22",2.8184263212398544,2425,2016,3.0,True,41.979245169384185,3.0,136,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0427,,"Eixample, 67",2.818098404067977,1245,2016,2.0,False,41.97949495523847,2.0,68,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0428,Barri Vell,"Avenida de Sant Francesc, 64",2.821199848841884,1430,2016,2.0,True,41.98265258112965,1.0,60,3.0,1,3,1,1707903001,17079203001,Centre,85.0,63.8,F
2016-0429,Barri Vell,"Calle de les Ballesteries, 15",2.8247528569160774,840,2016,1.0,False,41.985764448727714,1.0,56,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0430,Eixample,"Travesía de la Creu, 28",2.82161458530629,905,2016,2.0,True,41.97592372308359,2.0,85,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0431,Migdia Casernes,"Calle Jaume Marquès i Casanovas, 69",2.8227547875430306,775,2016,3.0,False,41.97115355365846,1.0,96,2.0,8,2,8,1707902008,17079202008,Eixample,94.25,43.7,E
2016-0432,Barri Vell,"Calle de les Ballesteries, 42",2.8248594670276423,925,2016,1.0,False,41.98602074763133,1.0,44,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0433,,"Eixample, 17",2.818344053818328,1130,2016,1.0,False,41.97958812295451,1.0,172,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0434,Eixample,"Calle de Sant Joan Baptista la Salle, 60",2.820247844493546,825,2016,3.0,True,41.97754624104071,1.0,71,2.0,13,2,13,1707902013,17079202013,Eixample,84.0,30.01,E
2016-0435,Migdia Casernes,"Calle de Santiago, 30",2.8160759528613464,1335,2016,1.0,True,41.96862458900242,1.0,71,2.0,11,2,11,1707902011,17079202011,Eixample,86.7,10.67,C
2016-0436,,"Carme-Vistalegre, 50",2.82444052087204,1945,2016,3.0,True,41.97573163847173,0.0,97,1.0,3,1,3,1707901003,17079201003,Centre,184.0,62.28,F
2016-0438,,"Barri Vell, 15",2.8249656836450696,700,2016,3.0,True,41.984019124647546,2.0,74,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0439,Eixample,"Calle Bisbe Lorenzana, 48",2.8206769305654853,2255,2016,2.0,True,41.97837405100133,2.0,89,2.0,4,2,4,1707902004,17079202004,Eixample,88.89,51.9,E
2016-0440,Barri Vell,"Avenida de Sant Francesc, 30",2.8211845256158403,1315,2016,2.0,True,41.98241951603482,1.0,78,3.0,1,3,1,1707903001,17079203001,Centre,85.0,63.8,F
2016-0441,Eixample,"Travesía de la Creu, 51",2.8215463271979986,880,2016,2.0,True,41.9765055137396,2.0,80,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0442,,"Montilivi-Pericot, 31",2.8261300179956628,1680,2016,4.0,True,41.973307889276185,1.0,248,2.0,9,2,9,1707902009,17079202009,Sud,69.5,32.1,D
2016-0443,Eixample,"Travesía de la Creu, 24",2.8212485272013663,835,2016,2.0,True,41.97585193141083,1.0,70,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0444,Eixample,"Calle Migdia, 14",2.820948898559692,1630,2016,3.0,True,41.97619271166026,1.0,106,2.0,6,2,6,1707902006,17079202006,Eixample,80.0,30.1,E
2016-0445,Barri Vell,"Pujada de Sant Martí, 75",2.825455265883187,565,2016,2.0,True,41.98362944487605,3.0,57,1.0,1,1,1,1707901001,17079201001,Centre,52.91,76.6,G
2016-0446,,"Carme-Vistalegre, 46",2.8252495183105,2000,2016,3.0,True,41.9755379806849,1.0,104,1.0,3,1,3,1707901003,17079201003,Centre,184.0,62.28,F
2016-0448,,"Eixample, 42",2.8180542238083475,2365,2016,2.0,True,41.98010214652185,5.0,106,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0449,Palau,"Calle Jocs Olímpics de Barcelona, 77",2.8203749539510645,1005,2016,3.0,True,41.95917267809005,1.0,88,2.0,15,2,15,1707902015,17079202015,Sud,188.0,45.3,E
2016-0451,,"Eixample, 1",2.818155052022689,1655,2016,2.0,True,41.980140897284606,1.0,111,2.0,2,2,2,1707902002,17079202002,Eixample,51.0,52.02,E
2016-0453,Eixample,"Calle Bisbe Lorenzana, 44",2.8209146567234487,2370,2016,2.0,True,41.97836803951499,1.0,67,2.0,4,2,4,1707902004,17079202004,Eixample,88.89,51.9,E
2016-0454,,"Barri Vell, 76",2.824766318735012,1730,2016,2.0,True,41.98433051826467,2.0,115,4.0,1,4,1,1707904001,17079204001,Centre,348.0,43.6,E
2016-0457,Sant Narcís,"Plaza europa, 12",2.81014275300148,1060,2016,4.0,True,41.97421664076823,4.0,124,3.0,6,3,6,1707903006,17079203006,Eixample,95.75,62.5,E
2016-0458,Eixample,"Ronda Pare Maria Claret, 80",2.818591212384764,750,2016,3.0,True,41.97975901313025,5.0,113,2.0,3,2,3,1707902003,17079202003,Eixample,103.78,42.1,E
2016-0459,Carme-Vistalegre,"CL Carme, 21",2.8250149383063734,660,2016,2.0,True,41.97540565665767,6.0,78,1.0,3,1,3,1707901003,17079201003,Centre,184.0,62.28,F
2016-0460,Migdia Casernes,"Calle Jaume Marquès i Casanovas, 4",2.82212431898762,655,2016,3.0,True,41.97013331954162,1.0,90,2.0,10,2,10,1707902010,17079202010,Eixample,47.0,39.3,E
2017-0461,Eixample,"Calle Bisbe Lorenzana, 19",2.8205299725595587,2100,2017,2.0,True,41.978927355959954,1.0,91,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0462,Sant Narcís,"Plaza d'Europa, 29",2.8141457490054043,1315,2017,4.0,True,41.97591592773608,2.0,111,3.0,7,3,7,1707903007,17079203007,Eixample,53.79,47.61,E
2017-0463,,"Barri Vell, 13",2.825397645014838,1590,2017,3.0,True,41.98413028207408,1.0,100,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0464,Sant Narcís,"Calle Mare de Déu del Remei, 42",2.812211056774073,830,2017,3.0,True,41.97648577011231,2.0,93,3.0,6,3,6,1707903006,17079203006,Eixample,124.42,68.41,F
2017-0465,Eixample,"Travesía de la Creu, 52",2.8214291835621395,915,2017,2.0,False,41.97596401116141,0.0,84,2.0,6,2,6,1707902006,17079202006,Eixample,85.2,50.59,E
2017-0466,,"Barri Vell, 22",2.825133712394996,1885,2017,3.0,True,41.98458025827116,1.0,113,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0467,Barri Vell,"Calle Auriga, 41",2.824721736892012,1260,2017,2.0,True,41.982477272752845,2.0,89,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0468,Carme-Vistalegre,"Calle Doctor Pascual i Prats, 73",2.8246699620800184,530,2017,2.0,False,41.976613905671485,1.0,62,1.0,3,1,3,1707901003,17079201003,Centre,64.0,72.44,G
2017-0469,Eixample,"CL Cardenal Margarit, 31",2.821219021583093,1105,2017,3.0,True,41.97679244264339,4.0,55,2.0,6,2,6,1707902006,17079202006,Eixample,85.2,50.59,E
2017-0470,Talaia - Germans Sabat,"Calle Andalusia, 1",2.8081181429943345,1395,2017,2.0,True,41.99497734166084,0.0,65,6.0,3,6,3,1707906003,17079206003,Oest,72.65,37.59,E
2017-0471,Eixample,"CL Cardenal Margarit, 29",2.821525533806298,745,2017,3.0,True,41.97664632698957,4.0,65,2.0,6,2,6,1707902006,17079202006,Eixample,85.2,50.59,E
2017-0472,,"Eixample, 48",2.8187954780842546,1880,2017,3.0,True,41.98032852754826,2.0,94,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0473,Eixample,"Ronda Pare Maria Claret, 4",2.818753622465807,930,2017,3.0,True,41.97980497245317,5.0,98,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0474,Devesa,"Calle Bonastruc de Porta, 77",2.8195301802036603,815,2017,3.0,False,41.98502706185911,1.0,111,3.0,3,3,3,1707903003,17079203003,Eixample,79.07,51.99,E
2017-0475,Eixample,"CL Cardenal Margarit, 80",2.821403201431138,695,2017,3.0,True,41.97705891383736,4.0,58,2.0,6,2,6,1707902006,17079202006,Eixample,85.2,50.59,E
2017-0479,Eixample,"Calle Bisbe Lorenzana, 69",2.820627061996207,1280,2017,4.0,False,41.97793868427127,1.0,108,2.0,4,2,4,1707902004,17079202004,Eixample,66.0,45.34,E
2017-0480,Barri Vell,"Calle dels Calderers, 7",2.8243302523093408,790,2017,1.0,True,41.987272837371975,5.0,53,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0481,,"Montjuïc, 80",2.831502948364096,2255,2017,4.0,True,41.99500951306791,1.0,307,5.0,1,5,1,1707905001,17079205001,Montjuïc,115.2,52.04,E
2017-0482,Migdia Casernes,"Calle de Sant Agustí, 53",2.820381374211899,730,2017,2.0,False,41.97061131781068,4.0,79,2.0,10,2,10,1707902010,17079202010,Eixample,80.3,43.44,E
2017-0483,,"Eixample, 66",2.8184228577781654,2385,2017,3.0,True,41.97970196937963,3.0,151,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0486,Eixample,"Gran Via de Jaume I, 22",2.820082368401557,615,2017,2.0,True,41.98322153262831,1.0,79,3.0,1,3,1,1707903001,17079203001,Centre,3506.89,41.42,E
2017-0487,,"Barri Vell, 2",2.8251264052515035,2415,2017,4.0,True,41.98410427440293,2.0,110,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0488,,"Eixample, 35",2.818236108694682,1030,2017,3.0,False,41.98053333484344,1.0,115,2.0,2,2,2,1707902002,17079202002,Eixample,77.96,54.59,E
2017-0491,Migdia Casernes,"Calle de Sant Agustí, 64",2.821190815562649,890,2017,2.0,True,41.97050376356369,4.0,73,2.0,10,2,10,1707902010,17079202010,Eixample,80.3,43.44,E
2017-0492,Devesa,"Calle Figuerola, 76",2.819997127066321,1145,2017,3.0,True,41.98563026373319,3.0,86,3.0,3,3,3,1707903003,17079203003,Eixample,79.07,51.99,E
2017-0494,,"Barri Vell, 38",2.825463463705342,1485,2017,3.0,True,41.98473050441186,2.0,73,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0495,Eixample,"Travesía de la Creu, 52",2.8216935632541844,1020,2017,2.0,True,41.97639461766754,1.0,80,2.0,6,2,6,1707902006,17079202006,Eixample,85.2,50.59,E
2017-0496,Eixample,"Travesía de la Creu, 71",2.821651268277834,855,2017,2.0,True,41.97592702838268,1.0,88,2.0,6,2,6,1707902006,17079202006,Eixample,85.2,50.59,E
2017-0498,Migdia Casernes,"Calle de Sant Agustí, 44",2.820743397620128,850,2017,2.0,True,41.97098162270495,4.0,77,2.0,10,2,10,1707902010,17079202010,Eixample,80.3,43.44,E
2017-0500,Barri Vell,"Calle de Pedret, 15",2.826010752976788,1615,2017,2.0,False,41.990636432946886,3.0,63,5.0,2,5,2,1707905002,17079205002,Nord,59.0,72.55,G
2017-0501,Eixample,"Calle de Joan Maragall, 25",2.8202955858774152,845,2017,4.0,True,41.97856044647506,1.0,105,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0502,Montilivi-Pericot,"Avenida de Lluís Pericot, 53",2.823216746887337,890,2017,4.0,True,41.9694717997195,1.0,98,2.0,10,2,10,1707902010,17079202010,Eixample,80.3,43.44,E
2017-0504,Eixample,"Calle Bisbe Lorenzana, 16",2.8202308722708818,1470,2017,4.0,False,41.97867323412456,0.0,95,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0505,Eixample,"Calle Bisbe Lorenzana, 35",2.8207548573760546,1355,2017,1.0,True,41.97855351291084,1.0,58,2.0,4,2,4,1707902004,17079202004,Eixample,66.0,45.34,E
2017-0508,Eixample,"Calle Bisbe Lorenzana, 55",2.819884075565288,2060,2017,2.0,True,41.97803494480291,1.0,83,2.0,5,2,5,1707902005,17079202005,Eixample,129.5,15.95,C
2017-0509,,"Barri Vell, 35",2.82510869514395,585,2017,2.0,False,41.98442131380275,1.0,53,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0511,Barri Vell,"Calle dels Ciutadans, 8",2.8251577673844435,1200,2017,4.0,True,41.98318392235038,2.0,143,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0512,,"Carme-Vistalegre, 20",2.825080749929342,1875,2017,2.0,False,41.97516651345112,1.0,46,1.0,3,1,3,1707901003,17079201003,Centre,64.0,72.44,G
2017-0514,Barri Vell,"Calle dels Calderers, 21",2.824680135910179,785,2017,2.0,False,41.98772243028903,1.0,84,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0518,,"Barri Vell, 25",2.8246055837027946,1615,2017,4.0,False,41.984139583677965,1.0,120,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0519,Barri Vell,"Calle Auriga, 77",2.8252168137737823,1135,2017,2.0,False,41.98239883017688,3.0,68,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0520,Sant Narcís,"Plaza d'Europa, 49",2.8141482246664147,1195,2017,4.0,True,41.97524667383036,4.0,131,3.0,7,3,7,1707903007,17079203007,Eixample,53.79,47.61,E
2017-0523,Barri Vell,"Calle de les Ballesteries, 9",2.824958909015846,775,2017,1.0,False,41.98597759176985,1.0,52,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0526,Devesa,"Calle del Riu Güell, 67",2.818984708976988,1995,2017,2.0,True,41.985849918381504,3.0,168,3.0,3,3,3,1707903003,17079203003,Eixample,79.07,51.99,E
2017-0527,Eixample,"Calle Barcelona, 4",2.812320043916157,955,2017,3.0,True,41.96545872062122,5.0,138,2.0,22,2,22,1707902022,17079202022,Eixample,64.0,21.46,D
2017-0528,Sant Narcís,"Plaza europa, 42",2.809902419608993,1200,2017,3.0,True,41.97377519942888,4.0,111,3.0,6,3,6,1707903006,17079203006,Eixample,124.42,68.41,F
2017-0529,Barri Vell,"Calle de les Ballesteries, 41",2.82472751990957,850,2017,1.0,False,41.98585173096159,3.0,85,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0530,Barri Vell,"Calle Auriga, 7",2.8254420526785355,1080,2017,2.0,True,41.98238348176811,3.0,73,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0531,,"Barri Vell, 34",2.824251415965319,1900,2017,4.0,False,41.98429680036773,1.0,115,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0532,Migdia Casernes,"Calle Narcís Blanch, 69",2.816979341260504,665,2017,1.0,True,41.96978961322864,4.0,69,2.0,21,2,21,1707902021,17079202021,Eixample,76.23,56.84,E
2017-0533,Eixample,"Calle Barcelona, 58",2.8183748569004323,1710,2017,3.0,True,41.97831181608394,4.0,94,2.0,5,2,5,1707902005,17079202005,Eixample,129.5,15.95,C
2017-0534,,"Eixample, 64",2.8184564831038568,2135,2017,2.0,True,41.98075296160686,5.0,87,2.0,2,2,2,1707902002,17079202002,Eixample,77.96,54.59,E
2017-0535,,"Barri Vell, 76",2.824850101498418,1500,2017,3.0,True,41.98445588383597,1.0,102,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0538,Devesa,"Calle Figuerola, 21",2.8198790137917107,1320,2017,2.0,False,41.98505200456576,3.0,80,3.0,3,3,3,1707903003,17079203003,Eixample,79.07,51.99,E
2017-0539,Talaia - Germans Sabat,"Calle Can Cases, 25",2.8200489315453146,3865,2017,4.0,True,41.97907104386591,1.0,223,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0540,Carme-Vistalegre,"CL Carme, 70",2.824837165790522,1065,2017,2.0,False,41.975588598486205,6.0,60,1.0,3,1,3,1707901003,17079201003,Centre,64.0,72.44,G
2017-0541,Barri Vell,"Pujada de Sant Martí, 59",2.826660328548404,575,2017,2.0,False,41.98431629604691,3.0,56,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0542,Barri Vell,"Calle de la Cort Reial, 37",2.824779089918655,975,2017,4.0,True,41.98454842715785,3.0,71,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0543,Barri Vell,"Plaza Sant Pere, 2",2.82483935867062,965,2017,3.0,False,41.989850975606366,1.0,84,5.0,2,5,2,1707905002,17079205002,Nord,59.0,72.55,G
2017-0544,Barri Vell,"Plaza del Vi, 35",2.824724116030432,1100,2017,2.0,False,41.983339455631125,4.0,86,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0545,,"Sant Narcís, 23",2.80971629689152,1440,2017,3.0,True,41.973190029404286,6.0,55,3.0,6,3,6,1707903006,17079203006,Eixample,124.42,68.41,F
2017-0546,,"Eixample, 4",2.8185578574268138,1345,2017,4.0,True,41.98018530018779,5.0,143,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0548,Barri Vell,"Calle de les Ballesteries, 33",2.8249801828508843,1105,2017,1.0,False,41.985476249728606,1.0,40,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0549,Barri Vell,"Calle dels Ciutadans, 33",2.8252412533147173,1295,2017,3.0,True,41.98375193928435,2.0,144,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0550,Eixample,"Calle Bisbe Lorenzana, 11",2.820948856210733,1435,2017,1.0,False,41.978872949698925,1.0,78,2.0,4,2,4,1707902004,17079202004,Eixample,66.0,45.34,E
2017-0551,,"Barri Vell, 2",2.824709196424335,1055,2017,2.0,True,41.983967255421966,1.0,76,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0552,Devesa,"Calle Figuerola, 69",2.819983394349666,1075,2017,3.0,True,41.9857007389014,3.0,91,3.0,3,3,3,1707903003,17079203003,Eixample,79.07,51.99,E
2017-0553,Barri Vell,"Calle de les Ferreries Velles, 71",2.8250513404558832,880,2017,3.0,True,41.98422023554028,2.0,102,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0554,Eixample,"Gran Via de Jaume I, 2",2.819959243940064,580,2017,2.0,True,41.98300560313798,1.0,66,3.0,1,3,1,1707903001,17079203001,Centre,3506.89,41.42,E
2017-0555,Eixample,"Calle de Sant Joan Baptista la Salle, 80",2.820744321839608,730,2017,2.0,True,41.97728983966508,1.0,63,2.0,13,2,13,1707902013,17079202013,Eixample,68.38,33.84,E
2017-0556,Talaia - Germans Sabat,"Calle Andalusia, 51",2.8087953326561577,1080,2017,2.0,False,41.99411196324359,1.0,83,6.0,2,6,2,1707906002,17079206002,Oest,33.0,33.92,C
2017-0558,Talaia - Germans Sabat,"Calle Andalusia, 10",2.808247462268292,1385,2017,3.0,False,41.9941385144348,2.0,85,6.0,2,6,2,1707906002,17079206002,Oest,33.0,33.92,C
2017-0562,Sant Narcís,"Calle de Bilbao, 22",2.809770363998347,1010,2017,3.0,True,41.96952588968303,2.0,97,3.0,12,3,12,1707903012,17079203012,Eixample,133.0,77.03,F
2017-0563,Eixample,"CL Cardenal Margarit, 76",2.8222391344357867,750,2017,3.0,True,41.97637369409931,4.0,59,2.0,6,2,6,1707902006,17079202006,Eixample,85.2,50.59,E
2017-0565,Eixample,"Calle Juli Garreta, 9",2.8189725045657275,1035,2017,2.0,True,41.979127199822535,5.0,85,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0566,,"Eixample, 30",2.818413667853035,1325,2017,3.0,True,41.980406535245294,1.0,95,2.0,2,2,2,1707902002,17079202002,Eixample,77.96,54.59,E
2017-0567,,"Montjuïc, 23",2.831758110452597,1905,2017,4.0,True,41.99529973089939,1.0,317,5.0,1,5,1,1707905001,17079205001,Montjuïc,115.2,52.04,E
2017-0568,Barri Vell,"Calle de la Cort Reial, 45",2.824812640076467,1185,2017,3.0,True,41.98464521671488,4.0,76,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
2017-0569,,"Sant Narcís, 66",2.810086492911727,1220,2017,3.0,True,41.97411062215958,5.0,63,3.0,6,3,6,1707903006,17079203006,Eixample,124.42,68.41,F
2017-0570,Sant Narcís,"Calle de Bilbao, 14",2.810021696659556,770,2017,4.0,True,41.96995945278475,2.0,95,3.0,12,3,12,1707903012,17079203012,Eixample,133.0,77.03,F
2017-0571,Barri Vell,"Calle de Cristòfol Grober, 40",2.820991761974195,455,2017,1.0,True,41.9840894286713,1.0,45,3.0,1,3,1,1707903001,17079203001,Centre,3506.89,41.42,E
2017-0572,Barri Vell,"Calle Auriga, 15",2.8256021083579554,1190,2017,3.0,True,41.98182130073048,1.0,98,1.0,1,1,1,1707901001,17079201001,Centre,57.6,62.0,G
2017-0573,Carme-Vistalegre,"CL Carme, 9",2.824900794990576,665,2017,2.0,True,41.9755720893018,6.0,80,1.0,3,1,3,1707901003,17079201003,Centre,64.0,72.44,G
2017-0574,Eixample,"Calle Bisbe Lorenzana, 62",2.820561302296542,2095,2017,2.0,True,41.97892312684584,1.0,74,2.0,3,2,3,1707902003,17079202003,Eixample,48.35,42.01,E
2017-0575,,"Carme-Vistalegre, 61",2.8251049254658898,1925,2017,3.0,True,41.975456453917886,1.0,124,1.0,3,1,3,1707901003,17079201003,Centre,64.0,72.44,G
2017-0577,Barri Vell,"Calle de les Ballesteries, 4",2.8248333767360965,665,2017,1.0,False,41.98531484626991,3.0,80,4.0,1,4,1,1707904001,17079204001,Centre,193.08,69.82,G
